dataset_version,label,family,split,source,file_title,source_url,image_url,original_url,sha1,mime,width,height,license,license_url,artist,credit,query,review_status
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:AverMedia RM-RH Remote control (white background) edit.jpg,https://commons.wikimedia.org/wiki/File:AverMedia_RM-RH_Remote_control_(white_background)_edit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/AverMedia_RM-RH_Remote_control_%28white_background%29_edit.jpg/960px-AverMedia_RM-RH_Remote_control_%28white_background%29_edit.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/AverMedia_RM-RH_Remote_control_%28white_background%29_edit.jpg,9492a9da646dc051ddbb8b7592a7ada89f7f681b,image/jpeg,2195,1464,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"Taken by the uploader, w:es:Usuario:Barcex",Taken by w:es:Usuario:Barcex,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:AverMedia RM-RH Remote control.jpg,https://commons.wikimedia.org/wiki/File:AverMedia_RM-RH_Remote_control.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/AverMedia_RM-RH_Remote_control.jpg/960px-AverMedia_RM-RH_Remote_control.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/AverMedia_RM-RH_Remote_control.jpg,e767a6c0db739c7f2e4c918d6622f08b2cbddb09,image/jpeg,1918,1279,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"Taken by the uploader, w:es:Usuario:Barcex","Taken by the uploader, w:es:Usuario:Barcex",electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:Comag SL 25 (3) remote control.jpg,https://commons.wikimedia.org/wiki/File:Comag_SL_25_(3)_remote_control.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Comag_SL_25_%283%29_remote_control.jpg/960px-Comag_SL_25_%283%29_remote_control.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Comag_SL_25_%283%29_remote_control.jpg,a4fa191f51cf6c3f4739ebf13c4aeb1ff394098b,image/jpeg,2000,1000,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Reise Reise,Own work,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:CUTLASS Remote Controlled Vehicle and DAF LF of 1 EOD Regiment RLC at Didcot PowerStation. MOD 45159569.jpg,https://commons.wikimedia.org/wiki/File:CUTLASS_Remote_Controlled_Vehicle_and_DAF_LF_of_1_EOD_Regiment_RLC_at_Didcot_PowerStation._MOD_45159569.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/CUTLASS_Remote_Controlled_Vehicle_and_DAF_LF_of_1_EOD_Regiment_RLC_at_Didcot_PowerStation._MOD_45159569.jpg/960px-CUTLASS_Remote_Controlled_Vehicle_and_DAF_LF_of_1_EOD_Regiment_RLC_at_Didcot_PowerStation._MOD_45159569.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/CUTLASS_Remote_Controlled_Vehicle_and_DAF_LF_of_1_EOD_Regiment_RLC_at_Didcot_PowerStation._MOD_45159569.jpg,9add5627cacb11095963c8f9d4ebc2bc05e596a3,image/jpeg,3000,1841,OGL v1.0,http://NationalArchives.gov.uk/doc/open-government-licence/version/1/,CPL Jonathan Lee van Zyl,Photo http://www.defenceimagery.mod.uk/fotoweb/fwbin/download.dll/45153802.jpg Metadata source: http://www.defenceimagery.mod.uk/fotoweb/fwbin/fotoweb_isapi.dll/ArchiveAgent/5042/Search?FileInfo=1&amp;MetaData=1&amp;Search=45159569.jpg,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:Ha Ha Toy – Battery Operated Remote Control – Lantern Robot – Side.jpg,https://commons.wikimedia.org/wiki/File:Ha_Ha_Toy_%E2%80%93_Battery_Operated_Remote_Control_%E2%80%93_Lantern_Robot_%E2%80%93_Side.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Ha_Ha_Toy_%E2%80%93_Battery_Operated_Remote_Control_%E2%80%93_Lantern_Robot_%E2%80%93_Side.jpg/960px-Ha_Ha_Toy_%E2%80%93_Battery_Operated_Remote_Control_%E2%80%93_Lantern_Robot_%E2%80%93_Side.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Ha_Ha_Toy_%E2%80%93_Battery_Operated_Remote_Control_%E2%80%93_Lantern_Robot_%E2%80%93_Side.jpg,f89d1874c4eaad88a6f2af3de135e4e135d91f61,image/jpeg,3456,4608,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,D J Shin,Own work,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:KÖNIG US8201 - ultrasonic remote control - main PCB.jpg,https://commons.wikimedia.org/wiki/File:K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_main_PCB.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_main_PCB.jpg/960px-K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_main_PCB.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_main_PCB.jpg,c250e927d5e945fbe3e067e1480a06f792b49188,image/jpeg,5680,4260,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mister rf,Own work,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,File:KÖNIG US8201 - ultrasonic remote control - PCB solder side.jpg,https://commons.wikimedia.org/wiki/File:K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_PCB_solder_side.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_PCB_solder_side.jpg/960px-K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_PCB_solder_side.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/K%C3%96NIG_US8201_-_ultrasonic_remote_control_-_PCB_solder_side.jpg,35dd58f4ebd6cd00450d9ad56dcd7e62860ebebf,image/jpeg,4940,3430,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mister rf,Own work,electronic remote control,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:- Thermometer -.jpg,https://commons.wikimedia.org/wiki/File:-_Thermometer_-.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/-_Thermometer_-.jpg/960px--_Thermometer_-.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/-_Thermometer_-.jpg,af3a29e7561cd09d7b18f4e38ecbb54d3c7e1458,image/jpeg,2050,3074,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,User:Nino Barbieri,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:2023 Czujnik temperatury i wilgotności Xiaomi (2).jpg,https://commons.wikimedia.org/wiki/File:2023_Czujnik_temperatury_i_wilgotno%C5%9Bci_Xiaomi_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2023_Czujnik_temperatury_i_wilgotno%C5%9Bci_Xiaomi_%282%29.jpg/960px-2023_Czujnik_temperatury_i_wilgotno%C5%9Bci_Xiaomi_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/2023_Czujnik_temperatury_i_wilgotno%C5%9Bci_Xiaomi_%282%29.jpg,98a2ce5610c4a482ab3f25d4759663646bb9b94d,image/jpeg,4547,3496,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Jacek Halicki,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:2023 Termometr kuchenny.jpg,https://commons.wikimedia.org/wiki/File:2023_Termometr_kuchenny.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/2023_Termometr_kuchenny.jpg/960px-2023_Termometr_kuchenny.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/2023_Termometr_kuchenny.jpg,a85b624934bc0b2841be5ed71493f54ed86b9cc0,image/jpeg,4672,1885,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Jacek Halicki,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:20250827 thermometer Panewniki Franciscan monastery.jpg,https://commons.wikimedia.org/wiki/File:20250827_thermometer_Panewniki_Franciscan_monastery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/20250827_thermometer_Panewniki_Franciscan_monastery.jpg/960px-20250827_thermometer_Panewniki_Franciscan_monastery.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/20250827_thermometer_Panewniki_Franciscan_monastery.jpg,74b3fd62b111e5cfbc24ba466a042a0ecc73387b,image/jpeg,3000,4000,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Abraham,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:20251108 thermometer Panewniki.jpg,https://commons.wikimedia.org/wiki/File:20251108_thermometer_Panewniki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/20251108_thermometer_Panewniki.jpg/960px-20251108_thermometer_Panewniki.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/20251108_thermometer_Panewniki.jpg,d7af2678ab043723f5695f1ffded287f365fca23,image/jpeg,3000,4000,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Abraham,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,"File:A woman holds a digital thermometer, looking worried while wearing a soft robe.jpg","https://commons.wikimedia.org/wiki/File:A_woman_holds_a_digital_thermometer,_looking_worried_while_wearing_a_soft_robe.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/A_woman_holds_a_digital_thermometer%2C_looking_worried_while_wearing_a_soft_robe.jpg/960px-A_woman_holds_a_digital_thermometer%2C_looking_worried_while_wearing_a_soft_robe.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/A_woman_holds_a_digital_thermometer%2C_looking_worried_while_wearing_a_soft_robe.jpg,d37aee9083bef5ce3688547db4a92cc93df7fcc6,image/jpeg,6016,4016,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Shixart1985,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:Celsius Thermometer - Replica.jpg,https://commons.wikimedia.org/wiki/File:Celsius_Thermometer_-_Replica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Celsius_Thermometer_-_Replica.jpg/960px-Celsius_Thermometer_-_Replica.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Celsius_Thermometer_-_Replica.jpg,e8cabbb430840e17950153cd7a30ceb31421d084,image/jpeg,2249,4000,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Tekniska museet,Tekniska museet,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_thermometer,validation,Wikimedia Commons,File:CelsiusKelvinThermometer.jpg,https://commons.wikimedia.org/wiki/File:CelsiusKelvinThermometer.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/CelsiusKelvinThermometer.jpg/960px-CelsiusKelvinThermometer.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/CelsiusKelvinThermometer.jpg,a86e3ad3e2e7ab615e43d4102ae466d5477e80fc,image/jpeg,2717,4729,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Martinvl,Own work,digital thermometer,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,"File:Akai APRC-90 portable radio cassette CD and MP3 player, with Bluetooth (edited, white background, V.3).jpg","https://commons.wikimedia.org/wiki/File:Akai_APRC-90_portable_radio_cassette_CD_and_MP3_player,_with_Bluetooth_(edited,_white_background,_V.3).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Akai_APRC-90_portable_radio_cassette_CD_and_MP3_player%2C_with_Bluetooth_%28edited%2C_white_background%2C_V.3%29.jpg/960px-Akai_APRC-90_portable_radio_cassette_CD_and_MP3_player%2C_with_Bluetooth_%28edited%2C_white_background%2C_V.3%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Akai_APRC-90_portable_radio_cassette_CD_and_MP3_player%2C_with_Bluetooth_%28edited%2C_white_background%2C_V.3%29.jpg,b455b6d406f19e96270b3bf5f18010305e0aff9d,image/jpeg,3600,2600,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Akai APRC-90.jpg : Rsocol derivative work: Pittigrilli,Own work,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,"File:Akai APRC-90 portable radio cassette CD player with Bluetooth (edited, white background).jpg","https://commons.wikimedia.org/wiki/File:Akai_APRC-90_portable_radio_cassette_CD_player_with_Bluetooth_(edited,_white_background).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Akai_APRC-90_portable_radio_cassette_CD_player_with_Bluetooth_%28edited%2C_white_background%29.jpg/960px-Akai_APRC-90_portable_radio_cassette_CD_player_with_Bluetooth_%28edited%2C_white_background%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Akai_APRC-90_portable_radio_cassette_CD_player_with_Bluetooth_%28edited%2C_white_background%29.jpg,e854d292bf5f0f393da4e07d4a99f36bdf96a557,image/jpeg,4000,3100,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Akai APRC-90.jpg : Rsocol derivative work: Pittigrilli,Own work,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,"File:AudioSonic CD player and radio, Hoogezand (2019) 01.jpg","https://commons.wikimedia.org/wiki/File:AudioSonic_CD_player_and_radio,_Hoogezand_(2019)_01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_01.jpg/960px-AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_01.jpg,004df52afe149b9e01ef9fdac3a3bb07d2406fdf,image/jpeg,2736,4864,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Donald Trung Quoc Don (Chữ Hán: 徵國單) - Wikimedia Commons . ( Want to use this image? ),Own work,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,"File:AudioSonic CD player and radio, Hoogezand (2019) 02.jpg","https://commons.wikimedia.org/wiki/File:AudioSonic_CD_player_and_radio,_Hoogezand_(2019)_02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_02.jpg/960px-AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_02.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/AudioSonic_CD_player_and_radio%2C_Hoogezand_%282019%29_02.jpg,74e3cccd7b5f9a6c105ac3f6c884dab7f506e6b2,image/jpeg,4864,2736,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Donald Trung Quoc Don (Chữ Hán: 徵國單) - Wikimedia Commons . ( Want to use this image? ),Own work,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,File:Bow Technologies Wizard CD player (3556398853).jpg,https://commons.wikimedia.org/wiki/File:Bow_Technologies_Wizard_CD_player_(3556398853).jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bow_Technologies_Wizard_CD_player_%283556398853%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bow_Technologies_Wizard_CD_player_%283556398853%29.jpg,f26cd45e42209240228f9e7eb8d8e2b47a749165,image/jpeg,900,600,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Christian Herzog,highend-243,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,File:Burmester CD player at HighEnd-2009 (3557313602).jpg,https://commons.wikimedia.org/wiki/File:Burmester_CD_player_at_HighEnd-2009_(3557313602).jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Burmester_CD_player_at_HighEnd-2009_%283557313602%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Burmester_CD_player_at_HighEnd-2009_%283557313602%29.jpg,f0a8439a66433a0d38ef75f55e88ebd42c0b9e7e,image/jpeg,900,600,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Christian Herzog,highend-357,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,File:Bush portable CD player silver.jpg,https://commons.wikimedia.org/wiki/File:Bush_portable_CD_player_silver.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Bush_portable_CD_player_silver.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Bush_portable_CD_player_silver.jpg,cf57d9e1e7089b437732bf12a204c99cc4567c5d,image/jpeg,688,664,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Plaretyagain,Own work,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,portable_cd_player,test,Wikimedia Commons,File:CD Player (41561521645).jpg,https://commons.wikimedia.org/wiki/File:CD_Player_(41561521645).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/CD_Player_%2841561521645%29.jpg/960px-CD_Player_%2841561521645%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/CD_Player_%2841561521645%29.jpg,eb96da0361d8fcb17f2758d67509e2e825eea0d7,image/jpeg,5312,2988,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,unmatched value,Cd Player,portable CD player,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:20151029 115836 iPhone 5.jpg,https://commons.wikimedia.org/wiki/File:20151029_115836_iPhone_5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/20151029_115836_iPhone_5.jpg/960px-20151029_115836_iPhone_5.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/20151029_115836_iPhone_5.jpg,71843f154563069b56d552f005f8661bdea3668e,image/jpeg,2988,5312,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,123TheBusHonolulu6969,Own work,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:Blackberry Storm (2).jpg,https://commons.wikimedia.org/wiki/File:Blackberry_Storm_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Blackberry_Storm_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Blackberry_Storm_%282%29.jpg,ae7945c647116b905499083377be9bcae76cf218,image/jpeg,480,360,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Joseph001,Own work,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:BlackBerryCurve&KEYone.png,https://commons.wikimedia.org/wiki/File:BlackBerryCurve%26KEYone.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/BlackBerryCurve%26KEYone.png/960px-BlackBerryCurve%26KEYone.png,https://upload.wikimedia.org/wikipedia/commons/9/9a/BlackBerryCurve%26KEYone.png,954d2b79e1dc74fa71b15396059939a1df53f0af,image/png,2541,2342,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Azmie Kasmy,File:BB_Curve_(8520)_off_%26_BB_KEYone_LE_Black_(BBB100-7)_off.jpg,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:Comdex 1986.png,https://commons.wikimedia.org/wiki/File:Comdex_1986.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Comdex_1986.png/960px-Comdex_1986.png,https://upload.wikimedia.org/wikipedia/commons/5/5c/Comdex_1986.png,6470289435d0198b4d13dd7478170eff4ce2545f,image/png,1570,1060,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,GeneMosher,Own work,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:Gesture control of PC in Intel Perceptual Computing Lab.jpg,https://commons.wikimedia.org/wiki/File:Gesture_control_of_PC_in_Intel_Perceptual_Computing_Lab.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Gesture_control_of_PC_in_Intel_Perceptual_Computing_Lab.jpg/960px-Gesture_control_of_PC_in_Intel_Perceptual_Computing_Lab.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Gesture_control_of_PC_in_Intel_Perceptual_Computing_Lab.jpg,917f0a48edead33ccfff6a23696a9dcd86ba1815,image/jpeg,1024,768,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Intel Free Press,https://www.flickr.com/photos/intelfreepress/8620882606/sizes/o/in/photostream/,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:Headset computer with phone as mouse.webp,https://commons.wikimedia.org/wiki/File:Headset_computer_with_phone_as_mouse.webp,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Headset_computer_with_phone_as_mouse.webp/960px-Headset_computer_with_phone_as_mouse.webp.png,https://upload.wikimedia.org/wikipedia/commons/5/59/Headset_computer_with_phone_as_mouse.webp,f3da282e71957cfb7aa55940b6a9b8cb287a50fc,image/webp,3000,3000,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Wikideas1,Own work designed with Sketchup and rendered with V-Ray,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:HTC One M8 (14868111437).jpg,https://commons.wikimedia.org/wiki/File:HTC_One_M8_(14868111437).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/HTC_One_M8_%2814868111437%29.jpg/960px-HTC_One_M8_%2814868111437%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/HTC_One_M8_%2814868111437%29.jpg,dafb4c034322bc967f6e9e5ae0bc8628debefb61,image/jpeg,5184,3456,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Maurizio Pesce from Milan, Italia",HTC One M8,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,smartphone,train,Wikimedia Commons,File:Intel Perceptual Computing Group piloting facial recognition app.jpg,https://commons.wikimedia.org/wiki/File:Intel_Perceptual_Computing_Group_piloting_facial_recognition_app.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Intel_Perceptual_Computing_Group_piloting_facial_recognition_app.jpg/960px-Intel_Perceptual_Computing_Group_piloting_facial_recognition_app.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Intel_Perceptual_Computing_Group_piloting_facial_recognition_app.jpg,b799b8c4822a1616c2979b6644cd43797a20ff87,image/jpeg,1024,768,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Intel Free Press,https://www.flickr.com/photos/intelfreepress/8619782163/sizes/o/in/photostream/,smartphone touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,tablet,train,Wikimedia Commons,File:2008Computex Best Choice Gigabyte MID M528.jpg,https://commons.wikimedia.org/wiki/File:2008Computex_Best_Choice_Gigabyte_MID_M528.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2008Computex_Best_Choice_Gigabyte_MID_M528.jpg/960px-2008Computex_Best_Choice_Gigabyte_MID_M528.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/2008Computex_Best_Choice_Gigabyte_MID_M528.jpg,f7aed5d8ce96966598010b26340006a6afdad33a,image/jpeg,2048,1536,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Rico Shen,Own work,tablet computer touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,tablet,train,Wikimedia Commons,File:20251008 155626 T Phone 3 and T Tablet 2.jpg,https://commons.wikimedia.org/wiki/File:20251008_155626_T_Phone_3_and_T_Tablet_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/20251008_155626_T_Phone_3_and_T_Tablet_2.jpg/960px-20251008_155626_T_Phone_3_and_T_Tablet_2.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/20251008_155626_T_Phone_3_and_T_Tablet_2.jpg,25aecd8b31dcb97ba0fc7bb10020104479f2bf74,image/jpeg,4096,3072,Public domain,,WrS.tm.pl,Own work,tablet computer touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,tablet,train,Wikimedia Commons,File:Alcatel Pixi 3 (7) Tablet with LTE 9007X.jpg,https://commons.wikimedia.org/wiki/File:Alcatel_Pixi_3_(7)_Tablet_with_LTE_9007X.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Alcatel_Pixi_3_%287%29_Tablet_with_LTE_9007X.jpg/960px-Alcatel_Pixi_3_%287%29_Tablet_with_LTE_9007X.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Alcatel_Pixi_3_%287%29_Tablet_with_LTE_9007X.jpg,fff1880814e6dcf913460c8b8cdadc26957f6b96,image/jpeg,1626,2439,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Multicherry,Own work,tablet computer touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,tablet,train,Wikimedia Commons,File:Amazon Fire HD 8 2022 screen in factory settings.jpg,https://commons.wikimedia.org/wiki/File:Amazon_Fire_HD_8_2022_screen_in_factory_settings.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Amazon_Fire_HD_8_2022_screen_in_factory_settings.jpg/960px-Amazon_Fire_HD_8_2022_screen_in_factory_settings.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0c/Amazon_Fire_HD_8_2022_screen_in_factory_settings.jpg,e7847bb85be6bb7f2c2aab91e76271d160966193,image/jpeg,4096,3072,Public domain,,WrS.tm.pl,Own work,tablet computer touchscreen,weak-label-needs-review
wikimedia-pilot-v0.1,software_controlled,tablet,train,Wikimedia Commons,File:Broken Samsung Tablet - Cracked Screen.jpg,https://commons.wikimedia.org/wiki/File:Broken_Samsung_Tablet_-_Cracked_Screen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Broken_Samsung_Tablet_-_Cracked_Screen.jpg/960px-Broken_Samsung_Tablet_-_Cracked_Screen.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Broken_Samsung_Tablet_-_Cracked_Screen.jpg,5ea9512fda7463fd8e2cc9a14f42d6c334f79a2f,image/jpeg,2233,3216,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Wiki.cullin,Own work,tablet computer touchscreen,weak-label-needs-review
